CONVERSATION_ID,CONVERSATION_URL,CONVERSATION_STATUS,TAGS,CATEGORY,START_DATE,CLOSED_DATE
f1acc841-0d23-439e-9e49-f99be274d61b,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=f1acc841-0d23-439e-9e49-f99be274d61b,CLOSED,,,2025-03-13 13:03:09,2025-03-13 13:03:17
a0b42930-775b-42da-b108-8ac236022672,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=a0b42930-775b-42da-b108-8ac236022672,CLOSED,Gaming,,2025-03-13 13:03:00,2025-03-13 13:03:08
d483b7b5-10a1-4e9d-ad20-95b634cd1395,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=d483b7b5-10a1-4e9d-ad20-95b634cd1395,CLOSED,new request,,2025-03-13 13:00:34,2025-03-13 13:01:32
6f5432fb-8f7c-46a7-a63c-ee6d78fb0718,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=6f5432fb-8f7c-46a7-a63c-ee6d78fb0718,CLOSED,white list,,2025-03-13 11:26:35,2025-03-13 11:26:58
fe750c3b-3cc4-404a-af06-f80eb72e5cf3,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=fe750c3b-3cc4-404a-af06-f80eb72e5cf3,OPEN,white list,,2025-03-13 11:25:26,
cfcb200c-dd24-47c5-b522-7388cfac0b14,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=cfcb200c-dd24-47c5-b522-7388cfac0b14,CLOSED,,,2025-03-13 11:20:39,2025-03-13 11:22:33
12c828e1-5c32-4055-9770-eff665e4b196,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=12c828e1-5c32-4055-9770-eff665e4b196,CLOSED,new request,,2025-03-13 11:19:48,2025-03-13 11:20:24
7608e6f9-b709-4f43-9a0a-5db92c158919,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=7608e6f9-b709-4f43-9a0a-5db92c158919,CLOSED,new request,,2025-03-13 11:19:16,2025-03-13 11:19:26
1d638428-7a66-4129-81ca-53b46a3a2fa0,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=1d638428-7a66-4129-81ca-53b46a3a2fa0,OPEN,white list,,2025-03-13 11:18:07,
5db798b1-0ed7-46f9-8906-df8bc8b4df94,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=5db798b1-0ed7-46f9-8906-df8bc8b4df94,OPEN,white list,,2025-03-13 11:10:18,
9bd855f7-612e-415d-b55f-81334d40c86b,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=9bd855f7-612e-415d-b55f-81334d40c86b,OPEN,white list,,2025-03-13 11:08:38,
ee121249-2220-4828-97d6-6e8cab07edc8,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=ee121249-2220-4828-97d6-6e8cab07edc8,CLOSED,,,2025-03-13 11:02:31,2025-03-13 11:04:31
18b22b4e-158b-47cb-b508-168d428b9d63,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=18b22b4e-158b-47cb-b508-168d428b9d63,OPEN,white list,,2025-03-13 10:12:33,
b0255306-2003-4cc2-871d-5b032ecdfcc1,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=b0255306-2003-4cc2-871d-5b032ecdfcc1,CLOSED,new request,,2025-03-13 10:12:15,2025-03-13 10:12:32
04b66c2c-8ea2-4568-a460-70c0d6d717d7,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=04b66c2c-8ea2-4568-a460-70c0d6d717d7,OPEN,white list,,2025-03-13 10:09:09,
2fb2f45a-a2c2-4fea-bf88-26717f1157a3,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=2fb2f45a-a2c2-4fea-bf88-26717f1157a3,OPEN,"white list, new request",,2025-03-13 10:04:57,
18476d93-3ed9-464c-b8bd-dac4e96acaac,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=18476d93-3ed9-464c-b8bd-dac4e96acaac,CLOSED,,,2025-03-13 10:04:13,2025-03-13 10:04:41
438c5362-36b6-4609-9a84-031afcc0f2db,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=438c5362-36b6-4609-9a84-031afcc0f2db,OPEN,"white list, new request",,2025-03-13 10:01:45,
d0e1bf81-1187-4da8-aa96-45131d003e3c,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=d0e1bf81-1187-4da8-aa96-45131d003e3c,CLOSED,,,2025-03-12 20:30:59,2025-03-12 20:33:07
d19544e5-1128-4fc8-949b-857b7d8e08b7,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=d19544e5-1128-4fc8-949b-857b7d8e08b7,CLOSED,white list,,2025-03-12 19:51:24,2025-03-12 19:54:10
12702f92-1602-4573-b9f2-20e26bee68b3,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=12702f92-1602-4573-b9f2-20e26bee68b3,CLOSED,,,2025-03-12 19:50:02,2025-03-12 19:51:11
949b0181-e22d-4d91-8d88-ccc1228934c5,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=949b0181-e22d-4d91-8d88-ccc1228934c5,CLOSED,new request,,2025-03-12 19:49:09,2025-03-12 19:49:54
5611e6c4-cb2b-4c6b-bfb0-5c3b473ba2ec,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=5611e6c4-cb2b-4c6b-bfb0-5c3b473ba2ec,CLOSED,,,2025-03-12 19:21:05,2025-03-12 19:23:20
53bdb444-e78e-4ef1-881c-823cc559ff81,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=53bdb444-e78e-4ef1-881c-823cc559ff81,CLOSED,"white list, new request",,2025-03-12 19:03:34,2025-03-12 19:07:02
f72fc537-b9a7-48ee-8407-4e4d0dcc53ff,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=f72fc537-b9a7-48ee-8407-4e4d0dcc53ff,CLOSED,white list,,2025-03-12 18:53:38,2025-03-12 18:55:54
6ab16de0-11c0-4f36-8ed9-6891a72c3a0f,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=6ab16de0-11c0-4f36-8ed9-6891a72c3a0f,CLOSED,,,2025-03-12 18:52:31,2025-03-12 18:53:35
35f08bb1-02e6-44f7-ba2a-9377e5ee7012,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=35f08bb1-02e6-44f7-ba2a-9377e5ee7012,CLOSED,white list,,2025-03-12 18:49:56,2025-03-12 18:52:14
f0bcae78-268a-4a3b-b74b-bfaf456802e4,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=f0bcae78-268a-4a3b-b74b-bfaf456802e4,CLOSED,,,2025-03-12 18:49:15,
306daa9d-d4d3-4dc7-8121-ff2fabbb649a,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=306daa9d-d4d3-4dc7-8121-ff2fabbb649a,CLOSED,,,2025-03-12 18:48:51,
68f6eac4-0014-4880-b39d-61cd3e94e0d7,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=68f6eac4-0014-4880-b39d-61cd3e94e0d7,CLOSED,,,2025-03-12 18:48:29,2025-03-12 18:48:48
82af5bb4-d21b-483d-9d7b-5c1aa2c57dd5,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=82af5bb4-d21b-483d-9d7b-5c1aa2c57dd5,CLOSED,,,2025-03-12 18:47:50,2025-03-12 18:48:26
10b92ba2-c7ce-4ea8-9409-041c5869166b,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=10b92ba2-c7ce-4ea8-9409-041c5869166b,CLOSED,white list,,2025-03-12 18:42:06,2025-03-12 18:44:35
16a4cfaf-40e7-4cdc-9530-d799066aa009,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=16a4cfaf-40e7-4cdc-9530-d799066aa009,CLOSED,white list,,2025-03-12 18:41:12,2025-03-12 18:42:04
8c8233a7-2156-493c-a49d-15a9c7140128,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=8c8233a7-2156-493c-a49d-15a9c7140128,CLOSED,white list,,2025-03-12 18:39:12,2025-03-12 18:41:09
ca0e2ee7-c060-43a1-be10-0cc1f5133c83,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=ca0e2ee7-c060-43a1-be10-0cc1f5133c83,CLOSED,white list,,2025-03-12 18:38:11,2025-03-12 18:39:10
03b97858-38fc-4d18-a3f8-2c589c45192f,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=03b97858-38fc-4d18-a3f8-2c589c45192f,CLOSED,,,2025-03-12 18:37:04,2025-03-12 18:38:09
5ae27eb5-a475-4a41-abc7-c31cca7a7b89,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=5ae27eb5-a475-4a41-abc7-c31cca7a7b89,CLOSED,,,2025-03-12 18:35:52,2025-03-12 18:37:02
799715b8-5a6f-492a-a988-43c6f76dc437,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=799715b8-5a6f-492a-a988-43c6f76dc437,CLOSED,"white list, new request",,2025-03-12 18:25:44,2025-03-12 18:30:05
ec15f254-ddc0-40b7-9f55-b844e6acc195,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=ec15f254-ddc0-40b7-9f55-b844e6acc195,CLOSED,,,2025-03-12 18:22:51,2025-03-12 18:25:41
8e67eb76-aa3c-42e7-af0c-9aed8092a491,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=8e67eb76-aa3c-42e7-af0c-9aed8092a491,CLOSED,,,2025-03-12 18:22:20,
652b09d3-27d8-45f8-8fc4-cd0f292a2437,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=652b09d3-27d8-45f8-8fc4-cd0f292a2437,CLOSED,,,2025-03-12 17:54:46,2025-03-12 17:58:52
b8589b56-8aed-483a-a924-a2abeed7ea17,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=b8589b56-8aed-483a-a924-a2abeed7ea17,CLOSED,white list,,2025-03-12 17:53:04,2025-03-12 17:53:59
ae6f82c6-91e6-4fcf-aec8-4713b96f3dd5,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=ae6f82c6-91e6-4fcf-aec8-4713b96f3dd5,CLOSED,Other,,2025-03-12 17:50:48,2025-03-12 17:52:58
d0beae15-ebda-4c86-97a9-0f4d9653333d,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=d0beae15-ebda-4c86-97a9-0f4d9653333d,OPEN,Other,,2025-03-12 17:43:28,
110ae109-76c6-4274-8bc7-7984d2014eb0,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=110ae109-76c6-4274-8bc7-7984d2014eb0,OPEN,Other,,2025-03-12 17:41:15,
c7b71f2b-05d9-4f14-aa10-d1424a9f7fea,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=c7b71f2b-05d9-4f14-aa10-d1424a9f7fea,OPEN,Other,,2025-03-12 16:39:33,
91493461-57c1-4ca5-b4db-e2800d428679,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=91493461-57c1-4ca5-b4db-e2800d428679,CLOSED,,,2025-03-12 16:35:15,
0eb70463-f29b-4124-b5e3-2ed5f4a52eb5,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=0eb70463-f29b-4124-b5e3-2ed5f4a52eb5,OPEN,Other,,2025-03-12 16:22:11,
93b09488-dc96-49bb-a162-3d76263e2383,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=93b09488-dc96-49bb-a162-3d76263e2383,CLOSED,Other,,2025-03-12 16:21:39,2025-03-12 16:22:04
0a8c20d2-26b0-46be-8324-66e685871323,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=0a8c20d2-26b0-46be-8324-66e685871323,CLOSED,Gaming,,2025-03-12 16:21:27,2025-03-12 16:21:37
129156e4-047a-42ed-8900-af7580bacd61,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=129156e4-047a-42ed-8900-af7580bacd61,CLOSED,Other,,2025-03-12 16:19:23,2025-03-12 16:21:20
737b2f51-27b6-4c59-a281-665c4fde49ff,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=737b2f51-27b6-4c59-a281-665c4fde49ff,OPEN,,,2025-03-12 14:52:48,
11cec8d0-77b0-498e-abf2-750aaf58dd8b,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=11cec8d0-77b0-498e-abf2-750aaf58dd8b,OPEN,,,2025-03-12 14:40:01,
e36f1d4d-1c7c-4cc3-a8c5-7a055f1b0ce3,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=e36f1d4d-1c7c-4cc3-a8c5-7a055f1b0ce3,OPEN,,,2025-03-12 14:40:01,
18ff18fc-504a-470e-934d-9144465553fe,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=18ff18fc-504a-470e-934d-9144465553fe,CLOSED,,,2025-03-12 14:38:46,2025-03-13 14:49:09
2d36ede6-b82e-42ad-902f-f04b4872a8f7,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=2d36ede6-b82e-42ad-902f-f04b4872a8f7,OPEN,,,2025-03-12 14:38:20,
99486ac9-85d4-4106-9d98-bd867238b742,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=99486ac9-85d4-4106-9d98-bd867238b742,CLOSED,,,2025-03-12 14:34:45,2025-03-12 14:37:33
90ca3ed4-d36c-4571-8fbb-58b21de2bb57,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=90ca3ed4-d36c-4571-8fbb-58b21de2bb57,CLOSED,,,2025-03-12 14:31:21,2025-03-12 14:36:10
5f1360c9-5df1-452d-899f-43108cb6475d,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=5f1360c9-5df1-452d-899f-43108cb6475d,OPEN,,,2025-03-12 14:10:49,
a340424f-fdd4-4190-a8de-d0b4a79dc199,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=a340424f-fdd4-4190-a8de-d0b4a79dc199,CLOSED,,,2025-03-12 13:21:25,2025-03-12 13:26:02
3e491196-9ce8-4b84-8039-8affd9cfdfa7,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=3e491196-9ce8-4b84-8039-8affd9cfdfa7,CLOSED,,,2025-03-12 13:17:54,2025-03-12 13:19:58
88e6f347-18e3-4697-b297-3aae68e726b2,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=88e6f347-18e3-4697-b297-3aae68e726b2,CLOSED,,,2025-03-12 13:13:41,2025-03-12 13:14:02
1031d455-679c-4980-b693-7ce1dae618aa,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=1031d455-679c-4980-b693-7ce1dae618aa,CLOSED,,,2025-03-12 13:08:46,2025-03-12 13:11:01
d6310649-00c6-4100-a2b0-515ef652b3eb,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=d6310649-00c6-4100-a2b0-515ef652b3eb,CLOSED,,,2025-03-12 13:03:57,
2c9d40eb-ec89-4840-ae9f-6a3b890bce82,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=2c9d40eb-ec89-4840-ae9f-6a3b890bce82,OPEN,,,2025-03-12 13:03:15,
379f06e1-bdd1-41f2-93c2-c58505d70959,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=379f06e1-bdd1-41f2-93c2-c58505d70959,OPEN,,,2025-03-12 12:23:18,
cbc17dd0-a716-4c11-9cb0-26bed5941f1b,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=cbc17dd0-a716-4c11-9cb0-26bed5941f1b,CLOSED,,,2025-03-12 12:06:30,2025-03-12 12:08:36
7559d2ee-4232-4345-8cc2-455a9aa8ff32,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=7559d2ee-4232-4345-8cc2-455a9aa8ff32,CLOSED,,,2025-03-12 11:54:14,
8e3c208d-6619-4cca-b437-31f6c576f49b,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=8e3c208d-6619-4cca-b437-31f6c576f49b,CLOSED,,,2025-03-12 11:49:47,2025-03-12 12:06:18
64c9428c-3c78-4bda-aa22-06a00789745e,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=64c9428c-3c78-4bda-aa22-06a00789745e,CLOSED,Other,,2025-03-12 11:42:05,2025-03-12 11:45:17
360a0825-e57f-4348-965e-5bbaad0d5bff,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=360a0825-e57f-4348-965e-5bbaad0d5bff,CLOSED,,,2025-03-12 11:38:24,
a0276cbc-3d3c-4b43-aef6-8b118b03da50,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=a0276cbc-3d3c-4b43-aef6-8b118b03da50,CLOSED,,,2025-03-12 11:36:22,2025-03-12 12:23:16
d37b3382-9738-4651-8649-54432a783e87,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=d37b3382-9738-4651-8649-54432a783e87,CLOSED,,,2025-03-12 11:33:32,2025-03-12 11:36:20
3b0a61b7-8906-4abb-b008-49efec147d6d,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=3b0a61b7-8906-4abb-b008-49efec147d6d,CLOSED,,,2025-03-12 11:30:34,2025-03-12 11:33:29
aa25de5b-ff87-457a-807e-c9ee0557ae61,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=aa25de5b-ff87-457a-807e-c9ee0557ae61,CLOSED,,,2025-03-12 11:24:47,2025-03-12 11:30:31
84b43f24-2641-4ae8-a563-744b7a9a2351,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=84b43f24-2641-4ae8-a563-744b7a9a2351,CLOSED,,,2025-03-12 11:12:31,2025-03-12 11:19:36
e3d29cae-a80b-4758-b0cc-a577312c06cc,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=e3d29cae-a80b-4758-b0cc-a577312c06cc,CLOSED,,,2025-03-12 11:09:58,2025-03-12 12:11:48
fe870883-4886-4338-9dfd-ae08226fc3f9,http://localhost:3000/workspaces/24551f5e-b398-4897-be0e-f0a0814077ce/help-desk?session_id=fe870883-4886-4338-9dfd-ae08226fc3f9,OPEN,,,2025-03-12 11:09:44,
