CONVERSATION_ID,CONVERSATION_URL,START_DATE,ASSIGNEE_NAME,ASSIGN_TIMESTAMP
a4676bb4-027d-48b6-98c9-bfc64fe32bf3,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a4676bb4-027d-48b6-98c9-bfc64fe32bf3,2025-03-12 23:26:42,,
b59b28a1-3b87-4c9f-9618-c58076ea3a16,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b59b28a1-3b87-4c9f-9618-c58076ea3a16,2025-03-12 23:25:04,,
51147bc8-cf8c-4a89-966a-300a63d31146,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=51147bc8-cf8c-4a89-966a-300a63d31146,2025-03-12 23:24:49,,
667e40ff-5462-4a96-8ec6-f67e5e64d624,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=667e40ff-5462-4a96-8ec6-f67e5e64d624,2025-03-12 23:20:16,,
8c565cf1-7ec8-4256-af51-3e958b03df9f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=8c565cf1-7ec8-4256-af51-3e958b03df9f,2025-03-12 23:18:01,,
a146460f-426a-4a34-811f-8822cb63ef44,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a146460f-426a-4a34-811f-8822cb63ef44,2025-03-12 23:17:12,,
801fe273-6840-4538-b9d9-e23f567515d8,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=801fe273-6840-4538-b9d9-e23f567515d8,2025-03-12 23:13:33,,
fe7517e4-4695-4e09-95a6-0ec3c75a617d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=fe7517e4-4695-4e09-95a6-0ec3c75a617d,2025-03-12 23:12:21,,
6db57101-85c9-4f17-82a4-f9f22206ee70,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6db57101-85c9-4f17-82a4-f9f22206ee70,2025-03-12 23:10:24,,
80737575-78b0-4235-8512-387135e93d3f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=80737575-78b0-4235-8512-387135e93d3f,2025-03-12 23:09:23,,
7dd35bf2-fd6b-4885-80de-9b27aa6cc66a,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=7dd35bf2-fd6b-4885-80de-9b27aa6cc66a,2025-03-12 23:07:49,,
18735472-4e64-492e-b1ed-351a98fb175f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=18735472-4e64-492e-b1ed-351a98fb175f,2025-03-12 23:05:49,,
b2a11611-778c-4e57-9aef-f24eecdf8514,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b2a11611-778c-4e57-9aef-f24eecdf8514,2025-03-12 22:55:11,,
b362fdae-c095-40ab-8ee6-347e1ec7716d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b362fdae-c095-40ab-8ee6-347e1ec7716d,2025-03-12 22:53:47,,
f08efc8f-9f42-45a9-8012-3e7c17d9459b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=f08efc8f-9f42-45a9-8012-3e7c17d9459b,2025-03-12 22:45:41,,
6bfef284-d119-493d-9494-307ac256663c,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6bfef284-d119-493d-9494-307ac256663c,2025-03-12 22:45:05,,
207d5f46-50ab-47c8-9ad5-1a259bb7d066,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=207d5f46-50ab-47c8-9ad5-1a259bb7d066,2025-03-12 22:43:01,,
ef6ab6d0-146e-470b-88e1-e7eb3867f615,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ef6ab6d0-146e-470b-88e1-e7eb3867f615,2025-03-12 22:39:52,,
7f6696f1-a3a4-46dd-8352-c97c8175b4f9,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=7f6696f1-a3a4-46dd-8352-c97c8175b4f9,2025-03-12 20:42:22,,
f5242d78-acad-47e3-ac92-26b1c8a00392,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=f5242d78-acad-47e3-ac92-26b1c8a00392,2025-03-12 20:08:13,,
61ab79f6-4279-4dd6-b7e5-74c204908d9b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=61ab79f6-4279-4dd6-b7e5-74c204908d9b,2025-03-12 20:05:11,,
d31f898d-2196-4c00-9b65-4be5c6bf9b37,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d31f898d-2196-4c00-9b65-4be5c6bf9b37,2025-03-12 17:10:37,,
bf8cfbf8-b4e7-4f40-af7e-0a4b6a574d18,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=bf8cfbf8-b4e7-4f40-af7e-0a4b6a574d18,2025-03-12 16:56:09,Hiền Nguyễn,2025-03-12 16:57:08
92a001e1-facf-44ff-bdbd-76cdfaba3b7e,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=92a001e1-facf-44ff-bdbd-76cdfaba3b7e,2025-03-12 16:52:34,,
72aaff64-a8b6-4b2e-9bf7-621472f5d131,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=72aaff64-a8b6-4b2e-9bf7-621472f5d131,2025-03-12 15:30:48,Punnyer,2025-03-13 16:20:17
152bb93a-31a6-467f-b4e5-291c3baa205b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=152bb93a-31a6-467f-b4e5-291c3baa205b,2025-03-12 15:05:21,Hiền Nguyễn,2025-03-12 15:07:08
2eacba68-63e9-4542-9ee5-579d76ca644f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=2eacba68-63e9-4542-9ee5-579d76ca644f,2025-03-12 14:51:28,,
0d0d088d-2dd0-4cd0-ba6d-d1ff2d7b57ea,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0d0d088d-2dd0-4cd0-ba6d-d1ff2d7b57ea,2025-03-12 14:21:05,,
1c0b365a-cdcd-48e9-9758-2a3c130d10e8,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1c0b365a-cdcd-48e9-9758-2a3c130d10e8,2025-03-12 13:43:52,,
d0e3dee4-d0e0-4bf8-a7ac-e12197becb8d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d0e3dee4-d0e0-4bf8-a7ac-e12197becb8d,2025-03-12 10:53:50,,
c6215107-300b-430a-9fec-0de8e7a64057,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=c6215107-300b-430a-9fec-0de8e7a64057,2025-03-12 10:40:12,,
108f12f9-c2d4-4684-90f2-d83e2aca57ab,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=108f12f9-c2d4-4684-90f2-d83e2aca57ab,2025-03-12 10:38:27,,
94694e15-230c-4a21-917d-3d85543f8c73,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=94694e15-230c-4a21-917d-3d85543f8c73,2025-03-11 23:39:53,,
e7cfa20d-001a-4130-a9e8-b07a524afdbb,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=e7cfa20d-001a-4130-a9e8-b07a524afdbb,2025-03-11 23:38:20,,
542744f2-e0e6-42c7-8ee4-fda0c750d0ef,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=542744f2-e0e6-42c7-8ee4-fda0c750d0ef,2025-03-11 23:16:24,,
33db6a86-68ab-4c5f-9def-b3fbfe5be266,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=33db6a86-68ab-4c5f-9def-b3fbfe5be266,2025-03-11 23:14:53,,
1a87f9a5-b77e-40d1-b8c3-fa7baaad802e,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1a87f9a5-b77e-40d1-b8c3-fa7baaad802e,2025-03-11 23:03:39,,
3483627c-4f3c-48e3-af6b-3bebf7c911d2,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=3483627c-4f3c-48e3-af6b-3bebf7c911d2,2025-03-11 22:29:21,,
6c52ba7b-ae4c-427a-ae2e-cbf8ea29e0eb,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6c52ba7b-ae4c-427a-ae2e-cbf8ea29e0eb,2025-03-11 17:43:45,,
91c6e5a3-c8c2-43e9-9410-fa58e0773ae1,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=91c6e5a3-c8c2-43e9-9410-fa58e0773ae1,2025-03-11 17:40:22,,
4f01604d-ef96-4da0-b806-86daf5bce83c,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=4f01604d-ef96-4da0-b806-86daf5bce83c,2025-03-11 17:16:23,,
be76ed45-2a02-46fa-93f5-0f7bcef25a26,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=be76ed45-2a02-46fa-93f5-0f7bcef25a26,2025-03-11 16:13:14,,
1059a491-5f99-4ada-8ec8-8ff703452457,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1059a491-5f99-4ada-8ec8-8ff703452457,2025-03-11 12:08:22,,
3b712cf3-d041-462b-a54b-2bf0d3b32379,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=3b712cf3-d041-462b-a54b-2bf0d3b32379,2025-03-11 10:45:12,,
0b37a83b-c591-4d50-8ed7-1fe36197c9c9,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0b37a83b-c591-4d50-8ed7-1fe36197c9c9,2025-03-11 04:33:46,,
5e833abc-be56-4cdb-9be4-9c9f193536be,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=5e833abc-be56-4cdb-9be4-9c9f193536be,2025-03-10 18:35:01,,
c5102c22-bc44-4ab6-bd30-390a82a0a9f3,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=c5102c22-bc44-4ab6-bd30-390a82a0a9f3,2025-03-10 18:23:36,,
171e1206-5936-4402-9fab-0e49fd98db85,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=171e1206-5936-4402-9fab-0e49fd98db85,2025-03-10 18:20:05,,
ecb8e2e8-c5b8-419b-9b57-cc641fcc49fa,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ecb8e2e8-c5b8-419b-9b57-cc641fcc49fa,2025-03-10 18:18:12,,
6220d787-806c-4dba-a672-2c25aa4c1ec2,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6220d787-806c-4dba-a672-2c25aa4c1ec2,2025-03-10 18:17:27,,
d68785d2-fc18-4bb0-a9f1-90c42cbb9d71,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d68785d2-fc18-4bb0-a9f1-90c42cbb9d71,2025-03-10 18:08:58,,
483b198d-4102-4019-9b86-8f3e81d7f879,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=483b198d-4102-4019-9b86-8f3e81d7f879,2025-03-10 18:03:14,,
98a717d4-2fbe-40f0-a92a-56c12ec85a8b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=98a717d4-2fbe-40f0-a92a-56c12ec85a8b,2025-03-10 18:00:13,,
c1135c36-4ff3-434b-bada-551a093796cb,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=c1135c36-4ff3-434b-bada-551a093796cb,2025-03-10 17:59:23,,
bffc6bfa-9760-4437-a2dc-79b215916d95,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=bffc6bfa-9760-4437-a2dc-79b215916d95,2025-03-10 17:56:27,,
8baa6403-b3df-452e-a7ca-f4928c3c5b1a,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=8baa6403-b3df-452e-a7ca-f4928c3c5b1a,2025-03-10 17:51:35,,
0eb5a708-22a7-48b7-bbda-29f4c6060fa3,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0eb5a708-22a7-48b7-bbda-29f4c6060fa3,2025-03-10 17:51:14,,
a706a1fb-8892-41a4-95bc-459c8b4f693d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a706a1fb-8892-41a4-95bc-459c8b4f693d,2025-03-10 17:16:48,,
ff9fe2df-561c-4c02-bace-8588ebcdb4af,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ff9fe2df-561c-4c02-bace-8588ebcdb4af,2025-03-10 17:09:55,,
4ea1a1b9-6edd-49fc-8202-7a4125fef7ad,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=4ea1a1b9-6edd-49fc-8202-7a4125fef7ad,2025-03-10 17:01:32,,
922d74bb-0cb6-4f99-89ec-d09f00dee067,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=922d74bb-0cb6-4f99-89ec-d09f00dee067,2025-03-10 17:01:09,,
9df67589-ab72-438e-a5a1-70b815fe3ca9,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=9df67589-ab72-438e-a5a1-70b815fe3ca9,2025-03-10 16:52:12,,
ebfaf413-e039-4dd8-bec9-b5056d42a37c,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ebfaf413-e039-4dd8-bec9-b5056d42a37c,2025-03-10 16:50:11,,
1f5f8d1d-a887-4274-9673-916d2a86d21b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1f5f8d1d-a887-4274-9673-916d2a86d21b,2025-03-10 16:49:27,,
d17bad79-6a88-4e93-ac90-c78548bbc104,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d17bad79-6a88-4e93-ac90-c78548bbc104,2025-03-10 14:05:34,,
39c00984-fc2f-4076-8d6a-36ba77e11658,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=39c00984-fc2f-4076-8d6a-36ba77e11658,2025-03-10 12:36:59,Le Quyen,2025-03-10 16:10:50
